TF	Experiment	cellLine
SND1	GSM729852	unknown
GATA3	GSM1680105	unknown
BRD4	GSM1845140	unknown
RAD21	GSM935571	unknown
YY1	GSM1010897	unknown
POLR2A	GSM1670713	unknown
CTCF	GSM733785	unknown
BRD4	GSM1249881	unknown
TP53	GSM1048851	unknown
CTCF	GSM2747723	unknown
POLR2A	GSM2571041	unknown
ESR1	GSM2112802	unknown
MEF2D	ENCSR647ZXA_2	K562
NRF1	GSM2574771	unknown
CDK9	GSM1527693	unknown
GATAD2B	ENCSR389BLX_1	MCF-7
SIN3A	GSM1010781	unknown
STAT5B	GSM1577747	unknown
POLR2A	GSM937544	unknown
POLR2A	GSM822288	unknown
POLR2A	GSM2367764	unknown
STAT1	GSM935472	unknown
BRD4	GSM1890732	unknown
REPIN1	GSM714610	unknown
AR	GSM1207912	unknown
FOSL1	GSM803439	unknown
SMAD5	ENCSR251OVJ_2	GM12878
ESR1	GSM2670863	unknown
ESR1	GSM1037524	unknown
SOX4	GSM1970163	unknown
RNF2	GSM2805868	unknown
POLR2A	GSM640420	unknown
ETS1	ENCSR534VHI_2	GM23338
SMAD3	GSM727559	unknown
GATA3	GSM1241758	unknown
FOXA1	GSM1858626	unknown
SMC3	GSM2813838	unknown
BRD4	GSM2442773	unknown
RELA	GSM486281	unknown
MED1	GSM1679118	unknown
ZNF382	ENCSR862QUL_1	unknown
NR3C1	ENCSR691GRA_3	unknown
CTCF	GSM1817654	unknown
AR	GSM1598221	unknown
MAX	GSM1711858	unknown
JMJD1C	GSM1901547	unknown
FOS	GSM1690574	unknown
GATA6	GSM1505664	unknown
POLR2A	ENCSR304IVU_1	breast
CTCF	GSM518375	unknown
ARNTL	GSM1920691	unknown
KLF7	ENCSR604VWJ_1	HEK293
PR	GSM2644592	unknown
CTCF	GSM749687	unknown
DUX4	GSM2068363	unknown
MEF2B	GSM1647188	unknown
EP300	GSM1009634	unknown
AR	GSM1358410	unknown
NIPBL	GSM2040032	unknown
SMAD3	GSM1949007	unknown
BMI1	GSM855011	unknown
POLR2A	GSM1846796	unknown
AR	GSM817351	unknown
KLF15	GSM2519960	unknown
TCF4	GSM791410	unknown
TCF7L2	GSM782124	unknown
POLR2A	GSM1418968	unknown
FOXP3	GSM1056936	unknown
GLIS1	GSM2026832	unknown
GABPA	GSM803454	unknown
MED1	GSM2212240	unknown
SUMO2	GSM1555573	unknown
POLR2A	GSM1226376	unknown
NR3C1	GSM1637306	unknown
RELB	GSM2628090	unknown
ZNF382	ENCSR862QUL_2	unknown
POLR2A	GSM486473	unknown
FOSL2	GSM1010840	unknown
MITF	GSM1226223	unknown
RUNX1	GSM2687534	unknown
ZFP57	GSM2466450	unknown
TAL1	GSM1278241	unknown
POLR2A	ENCSR338PIQ_1	unknown
RELA	GSM486299	unknown
PIAS1	GSM2219870	unknown
E2F6	GSM701863	unknown
IKZF2	ENCSR803JLV_1	unknown
TRIM28	GSM935464	unknown
ZNF837	ENCSR711UOA_2	HEK293
ERF	GSM2612448	unknown
ZNF788	ENCSR732DAQ_2	unknown
KMT2A	GSM2364555	unknown
ZBTB7A	GSM2771539	unknown
STAT1	GSM935487	unknown
EP300	GSM1009628	unknown
EP300	GSM803522	unknown
TRIM28	GSM2232854	unknown
MYC	GSM822298	unknown
EZH2	GSM1003489	unknown
SMAD1	GSM1505736	unknown
PPARG	GSM1571729	unknown
BMI1	GSM838668	unknown
ZNF143	GSM959050	unknown
ZNF697	ENCSR217QCK_1	unknown
TAL1	GSM1480748	unknown
POLR2A	GSM2218640	unknown
CTCF	GSM1234099	unknown
NR3C1	GSM1176699	unknown
POLR2A	GSM1905392	unknown
EZH2	GSM1385751	unknown
BIRA	GSM2095824	unknown
YY1	GSM2597225	unknown
MAFG	ENCSR818DQV_2	K562
CTCF	GSM325899	unknown
GATA3	GSM1855969	unknown
GTF2I	GSM1539072	unknown
SATB1	GSM1898102	unknown
POLR2A	GSM1679113	unknown
ELF1	GSM803496	unknown
ESR1	GSM1523083	unknown
POLR2A	GSM2537914	unknown
ESR1	GSM798396	unknown
CTCF	GSM749680	unknown
FOXP1	GSM1690058	unknown
ARID2	GSM2495987	unknown
SETDB1	GSM830991	unknown
POLR2A	GSM935524	unknown
MAF	GSM1278506	unknown
CREBBP	GSM959627	unknown
CEBPB	ENCSR474DCX_1	unknown
JMJD6	GSM1249880	unknown
CEBPB	ENCSR299ILN_2	unknown
RELA	GSM935273	unknown
AR	GSM1410774	unknown
ESR1	GSM1534750	unknown
POLR2A	GSM1533413	unknown
CBX3	GSM699735	unknown
ZFX	GSM2909536	unknown
NRF1	ENCSR837EYC_2	K562
ZFX	GSM1103555	unknown
FOXA1	GSM1534736	unknown
CTCF	GSM749740	unknown
TCF12	GSM1122309	unknown
MED1	GSM1195557	unknown
NR3C1	GSM2519944	unknown
FOXA1	GSM2137769	unknown
RAD21	GSM1240837	unknown
POLR2A	GSM365931	unknown
BRD4	GSM1845133	unknown
NCAPG	GSM1523068	unknown
ZNF384	GSM1003621	unknown
EZH2	GSM1180154	unknown
GATA1	GSM1782703	unknown
BRD4	GSM2330577	unknown
CEBPB	GSM791411	unknown
TEAD4	GSM1010858	unknown
CTCF	GSM1234062	unknown
SMARCC1	GSM2409671	unknown
SREBF1	GSM935627	unknown
CTCF	GSM1022643	unknown
CTCF	GSM1234163	unknown
POLR2A	GSM417829	unknown
PBX2	ENCSR849DFF_1	HepG2
POLR2A	GSM1948655	unknown
CTCF	GSM1022662	unknown
KDM5B	GSM1122662	unknown
CSDE1	ENCSR626QJQ_2	K562
IRF1	GSM2679940	unknown
NKX2-1	GSM983104	unknown
HDAC2	GSM717401	unknown
POLR2A	GSM935475	unknown
GATA2	GSM2026054	unknown
POLR2A	GSM2265658	unknown
VDR	GSM558635	unknown
STAT5A	GSM1010721	unknown
MAX	GSM1010865	unknown
BRD4	GSM1915116	unknown
ATF2	ENCSR961PPA_1	GM12878
YY1	GSM2597228	unknown
SPI1	GSM1146444	unknown
RCOR1	GSM935439	unknown
NOTCH1	GSM732904	unknown
POLR2A	GSM935312	unknown
SPI1	GSM2695653	unknown
SP140	GSM2398965	unknown
FOXM1	GSM1001001	unknown
STAG1	GSM1234043	unknown
SMARCA4	GSM1835989	unknown
AR	GSM1308237	unknown
POLR2A	GSM2467770	unknown
AR	GSM1328958	unknown
ZSCAN22	GSM2026755	unknown
AR	GSM1501185	unknown
ZNF600	ENCSR017QBI_2	HEK293
POLR2A	GSM2579065	unknown
NR1H3	GSM2042846	unknown
ATF3	GSM2333812	unknown
KMT2D	GSM1648035	unknown
ERG	GSM353637	unknown
CTCF	GSM1240827	unknown
PTRF	ENCSR126FZN_2	K562
GABPA	GSM1010822	unknown
POLR2A	GSM1276020	unknown
BRD4	GSM2330605	unknown
FOXA2	GSM1617409	unknown
EZH2	GSM1180158	unknown
CTCF	GSM749727	unknown
ERG	GSM2086309	unknown
RELA	GSM2219879	unknown
TBP	GSM1122308	unknown
CBX3	GSM699729	unknown
PR	GSM2112795	unknown
BRD4	GSM2330603	unknown
POLR2A	GSM894088	unknown
ZNF324	ENCSR768HOH_1	HEK293
EP300	GSM1334001	unknown
POLR2A	GSM2571037	unknown
ESR1	GSM2797103	unknown
ZNF580	ENCSR668HOP_1	HEK293
MYC	GSM2267690	unknown
CTCF	GSM631475	unknown
ERG	GSM585604	unknown
EP300	GSM1517095	unknown
ZIM3	GSM2026853	unknown
RELA	GSM1961562	unknown
POLR2A	GSM1846805	unknown
BRD4	GSM2330604	unknown
ESR1	GSM1534746	unknown
MYC	GSM1505809	unknown
CTCF	GSM749690	unknown
POLR2A	GSM2550203	unknown
ESR1	GSM1643950	unknown
ESR1	GSM986062	unknown
MYC	GSM1231597	unknown
DNMT3A	GSM1607383	unknown
POLR2A	GSM1150962	unknown
ZNF143	GSM2024874	unknown
CTCF	GSM1224650	unknown
VDR	GSM558633	unknown
PDX1	GSM1316337	unknown
CTCF	GSM1224656	unknown
CTCF	GSM1224658	unknown
ILK	ENCSR648INT_1	K562
FOXA1	GSM2219865	unknown
ZNF592	ENCSR701AQS_2	MCF-7
MORC2	GSM2514483	unknown
CDK8	GSM1587901	unknown
MTA3	ENCSR391KQC_2	MCF-7
HNF1A	GSM1982474	unknown
MXI1	GSM935431	unknown
NELFA	GSM1670875	unknown
SP1	GSM2065876	unknown
ERCC6	GSM1405140	unknown
EP300	ENCSR841ASB_1	unknown
YBX3	ENCSR567JEU_2	K562
FOSL1	GSM2635314	unknown
CTCF	GSM1234044	unknown
POLR2A	GSM2144766	unknown
POLR2A	GSM831016	unknown
FOXA1	GSM1858627	unknown
SIRT1	GSM2474868	unknown
ETV6	GSM2574795	unknown
ZFP2	ENCSR413ABE_2	unknown
NFIC	GSM1010741	unknown
FOXK2	ENCSR508DQA_1	K562
EZH2	GSM2947309	unknown
POLR2A	GSM823380	unknown
AR	GSM353651	unknown
CEBPB	GSM2188503	unknown
NRF1	GSM1282849	unknown
HES2	ENCSR951SNW_2	unknown
POLR2A	GSM935402	unknown
MAX	GSM1711862	unknown
SPIB	GSM1370276	unknown
CEBPB	GSM2592799	unknown
POLR2A	GSM889413	unknown
ESR1	GSM365927	unknown
ZNF547	ENCSR909TSW_1	HEK293
FOXA1	GSM1164147	unknown
STAG1	GSM1234237	unknown
RELA	ENCSR772EEN_1	K562
ESR1	GSM2915389	unknown
NANOG	GSM1505700	unknown
E2F1	GSM1207889	unknown
POLR3A	GSM935372	unknown
TET2	GSM1863074	unknown
POLR2A	GSM1022948	unknown
POLR2A	GSM1224786	unknown
SMC1A	GSM560356	unknown
RELA	GSM847876	unknown
KLF9	ENCSR125ZYC_2	MCF-7
MED1	GSM1679126	unknown
POLR2A	GSM935608	unknown
SRF	GSM803425	unknown
MYC	GSM762707	unknown
BCL11A	GSM2771530	unknown
AR	GSM969565	unknown
ERG	GSM1480736	unknown
MED1	GSM1470017	unknown
CTCF	GSM2026780	unknown
NFE2	GSM935652	unknown
GREB1	GSM1019126	unknown
ESR1	GSM631482	unknown
HSF1	GSM1116666	unknown
U2AF1	GSM2559409	unknown
POLR2A	GSM803536	unknown
BRD4	GSM2611564	unknown
SPI1	GSM1370292	unknown
EGR2	ENCSR919CZU_2	HEK293
BCL3	ENCSR673OGC_2	unknown
KAT5	GSM393949	unknown
POLR2A	GSM1214684	unknown
RAD21	GSM1242270	unknown
MED1	GSM1961568	unknown
ZBTB6	GSM2026806	unknown
ATF3	GSM935391	unknown
FEZF1	ENCSR827NWO_1	HEK293
ESR1	GSM631460	unknown
CEBPB	GSM1684647	unknown
TOP1	GSM1543791	unknown
RUNX1	GSM1122306	unknown
ERG	GSM2576175	unknown
AFF4	GSM1405084	unknown
POLR2A	GSM2367766	unknown
CTCF	GSM733636	unknown
EZH2	GSM1180162	unknown
ESR1	GSM2797100	unknown
BRD4	GSM1820973	unknown
SMC3	GSM2813841	unknown
POLR2A	GSM1224781	unknown
GABPA	GSM1193661	unknown
ESR1	GSM1534723	unknown
SCRT1	ENCSR605MGM_1	HEK293
FOS	GSM935397	unknown
CREB1	GSM1861929	unknown
CTCFL	GSM1817669	unknown
ZEB1	GSM2360622	unknown
ESR1	GSM854690	unknown
AFF4	GSM1961564	unknown
CEBPA	GSM1501163	unknown
AR	GSM1071292	unknown
RUNX1	GSM1595964	unknown
GATA4	GSM2255735	unknown
CUX1	GSM2439234	unknown
POLR2A	GSM1415125	unknown
STAG1	GSM614621	unknown
KLF16	ENCSR760UVO_2	K562
L3MBTL2	ENCSR530XQI_2	K562
RAD21	GSM2297330	unknown
JUN	GSM1700784	unknown
STAT3	GSM935557	unknown
RELA	GSM935478	unknown
XRN2	GSM1872295	unknown
CEBPB	GSM2330565	unknown
E2F4	GSM935365	unknown
CEBPB	GSM2345027	unknown
SAP30	GSM831018	unknown
POLR2A	GSM2218621	unknown
RUNX1	GSM1097884	unknown
VDR	GSM934612	unknown
MBD1	ENCSR396QWK_1	HepG2
POLR2A	GSM2151680	unknown
CBX1	ENCSR819WZE_2	HepG2
ESR1	GSM594602	unknown
POLR2A	GSM1727092	unknown
JUND	GSM738818	unknown
TCF21	GSM1503216	unknown
C17orf49	GSM566157	unknown
USF1	GSM1010886	unknown
TOP1	GSM1543792	unknown
NR2F2	GSM1019133	unknown
DROSHA	ENCSR316JQA_2	unknown
JARID2	GSM1180131	unknown
CTCF	GSM1234027	unknown
ESR1	GSM1643954	unknown
ESR1	GSM798423	unknown
SOX9	GSM1239487	unknown
RAD21	GSM1010791	unknown
EP300	GSM2550223	unknown
CTCF	GSM1239588	unknown
CTCF	GSM749759	unknown
CTCF	GSM2493880	unknown
FOXO3	GSM869307	unknown
ESR1	GSM1644001	unknown
MORC2	GSM2514482	unknown
RELA	GSM1154044	unknown
FOSL2	ENCSR242EWU_1	unknown
ZBTB11	ENCSR882ZTS_1	HEK293
EZH2	GSM1427074	unknown
AR	GSM2537213	unknown
PR	GSM2644593	unknown
NFIC	GSM1010855	unknown
ELK1	ENCSR338QAC_1	unknown
MAX	GSM1010863	unknown
REST	GSM1010744	unknown
CTCF	GSM2026781	unknown
BRD4	GSM2330597	unknown
AR	GSM1586659	unknown
FOXA1	GSM986065	unknown
NEUROG2	GSM1970161	unknown
POLR2A	GSM722709	unknown
GATA4	GSM2279964	unknown
SOX2	GSM1139035	unknown
POLR2A	GSM2067539	unknown
BMI1	GSM1424583	unknown
OTX2	GSM2432964	unknown
FOXK1	GSM956689	unknown
SMAD3	GSM727585	unknown
AR	GSM2086296	unknown
GATA6	GSM1197322	unknown
POLR2A	GSM1845169	unknown
CEBPB	ENCSR474DCX_2	unknown
HSF1	GSM1553235	unknown
BCL3	ENCSR904OTM_1	unknown
KDM1A	GSM1844442	unknown
RCOR1	GSM935579	unknown
ZSCAN29	ENCSR175SZH_1	K562
AR	GSM2086297	unknown
ASCL1	GSM1187229	unknown
CTCF	GSM803453	unknown
ERG	GSM2394400	unknown
CDK8	GSM1587899	unknown
OTX2	GSM2432962	unknown
KLF5	GSM2356661	unknown
KLF5	GSM1250899	unknown
FOXA1	ENCSR267DFA_2	HepG2
CTCF	GSM2747727	unknown
E2F1	GSM1207910	unknown
AR	GSM2086294	unknown
FOXM1	GSM1010731	unknown
ESR1	GSM811208	unknown
POLR2A	GSM2042902	unknown
TAL1	GSM1816083	unknown
GABPA	GSM1861924	unknown
EZH1	GSM2371322	unknown
REST	GSM1333989	unknown
ZNF83	ENCSR257XVY_1	K562
MLLT1	ENCSR427BBI_2	MCF-7
AR	GSM2480801	unknown
CTCF	GSM1022664	unknown
ZBTB48	GSM2543155	unknown
EP300	GSM525270	unknown
POLR2A	GSM486512	unknown
MBD2	ENCSR221GAN_2	K562
GATA3	GSM986069	unknown
STAT1	GSM1057013	unknown
BRD4	GSM2330593	unknown
ZBTB33	GSM803504	unknown
GATA2	GSM777641	unknown
STAG1	GSM2140686	unknown
ILK	ENCSR648INT_2	K562
AR	GSM1358395	unknown
NCOA1	ENCSR931HNY_2	K562
ETV6	GSM2746365	unknown
EP300	GSM1669030	unknown
CTCF	GSM803486	unknown
PAF1	GSM1727094	unknown
ZNF778	GSM2466655	unknown
KLF4	GSM1019134	unknown
MAX	GSM894074	unknown
POLR2A	GSM1684631	unknown
CTCF	GSM749743	unknown
ESR1	GSM2747694	unknown
SMC1A	GSM2040042	unknown
RBBP5	GSM1003449	unknown
FOXA1	GSM1691148	unknown
CTCF	GSM1267206	unknown
TGIF2	ENCSR993LMB_1	HepG2
ESRRA	GSM935621	unknown
CTCF	GSM489301	unknown
RAD21	GSM2486813	unknown
MYC	GSM1429417	unknown
BCL6	GSM1668937	unknown
CDK7	GSM1296385	unknown
ASCL1	GSM1499407	unknown
GATA2	GSM2817663	unknown
ZSCAN22	GSM2026756	unknown
NR3C1	ENCSR255CTA_3	unknown
ESR1	GSM641426	unknown
POLR3D	GSM1160644	unknown
POLR2A	GSM1405115	unknown
MYC	GSM2065885	unknown
POLR2A	GSM891244	unknown
STAG1	GSM1234098	unknown
TAF7	ENCSR671GFC_1	K562
MITF	GSM1567047	unknown
POLR2A	GSM2644613	unknown
FOXA1	GSM2257822	unknown
EP300	GSM1010759	unknown
CTCF	GSM1022637	unknown
STAT5B	GSM1577753	unknown
STAT5B	GSM1577750	unknown
ELK1	GSM935326	unknown
MYC	GSM2267692	unknown
CEBPB	ENCSR853DWE_1	unknown
EZH2	GSM1003501	unknown
HDAC6	GSM1003504	unknown
NR3C1	GSM604651	unknown
POLR2A	GSM1276021	unknown
BRD4	GSM1842703	unknown
SMC1A	GSM2247255	unknown
POLR2A	GSM535981	unknown
FLI1	GSM1517544	unknown
ZNF274	GSM935503	unknown
TBX5	GSM2280027	unknown
POLR2A	GSM2579072	unknown
CEBPA	GSM1333971	unknown
ESR1	GSM1198712	unknown
ZFP69B	ENCSR381VYR_2	HEK293
POLR2B	GSM779436	unknown
KLF8	ENCSR635NOQ_2	HEK293
SMC1A	GSM2493882	unknown
POLR2A	GSM2467778	unknown
POLR2A	GSM2571036	unknown
EP300	GSM971336	unknown
MBD3	GSM1974449	unknown
GABPA	GSM1193663	unknown
TAF1	GSM1010812	unknown
PHF8	GSM831009	unknown
MBD1	ENCSR260UJI_1	HepG2
RUNX1	GSM2108052	unknown
SMAD1	GSM1505742	unknown
FOS	GSM935409	unknown
VDR	GSM1280895	unknown
CTCF	GSM1817667	unknown
E2F1	GSM2046835	unknown
RUNX1	GSM2108044	unknown
FOXA1	GSM1410789	unknown
CTCF	GSM1505621	unknown
SMARCA4	GSM1835892	unknown
POLR2A	GSM2769059	unknown
POU5F1	GSM881710	unknown
E2F7	GSM991661	unknown
AR	GSM1358407	unknown
RUNX1T1	GSM1082306	unknown
POLR2A	GSM1537296	unknown
CTCF	GSM1022626	unknown
KDM1A	GSM1279769	unknown
GTF2I	GSM1539069	unknown
POLR2A	GSM2188499	unknown
DAXX	GSM1678029	unknown
AFF4	GSM1405080	unknown
SMC3	GSM2747760	unknown
POLR2A	GSM1872293	unknown
MAX	GSM2151470	unknown
USF1	GSM1698353	unknown
CBFB	ENCSR860UHK_2	GM12878
CTCF	GSM749750	unknown
REST	GSM1239486	unknown
HDAC2	GSM830995	unknown
POLR2A	GSM2218634	unknown
ZNF143	GSM1587787	unknown
AR	GSM2393841	unknown
ZBTB17	GSM1430924	unknown
HSF1	GSM951891	unknown
CBX3	GSM1003568	unknown
STAT5B	GSM1577754	unknown
RELA	GSM2103048	unknown
ZNF143	GSM959047	unknown
NFYA	GSM648587	unknown
TCF7	ENCSR863KUB_1	K562
CHD7	GSM831027	unknown
POLR2A	GSM801061	unknown
VDR	GSM1576449	unknown
MED1	GSM1033761	unknown
HNF4A	GSM935619	unknown
POLR2A	GSM696843	unknown
JUN	GSM2576178	unknown
POLR2A	GSM393968	unknown
MYB	GSM1519639	unknown
RUNX1	GSM1975912	unknown
CTCF	GSM2040770	unknown
POLR2A	GSM808775	unknown
SPIB	GSM1370285	unknown
MED1	GSM1679120	unknown
NR3C1	GSM2519942	unknown
ZBTB48	GSM2543149	unknown
SIX1	GSM1904599	unknown
EMX1	GSM1327161	unknown
POLR3D	GSM1906345	unknown
POLR2A	GSM1846798	unknown
MED1	GSM894080	unknown
JUNB	ENCSR897MMC_1	GM12878
RXRA	GSM2877307	unknown
POLR2A	GSM869312	unknown
NIPBL	GSM2040024	unknown
NRF1	GSM1891658	unknown
ESR1	GSM2467225	unknown
MYC	GSM1715546	unknown
TEAD4	GSM1010868	unknown
SOX2	GSM1643795	unknown
MAX	GSM935518	unknown
ZNF274	GSM935329	unknown
SIN3A	GSM1010785	unknown
FOXA1	GSM1945031	unknown
ZNF8	ENCSR217EOY_1	unknown
KDM1A	GSM1542268	unknown
RELA	GSM1643961	unknown
MYC	GSM762711	unknown
FOXA1	GSM1858642	unknown
GTF2B	GSM935394	unknown
CPSF3L	GSM1405118	unknown
PTTG1	ENCSR314BBS_2	K562
RCOR1	GSM935385	unknown
TCF7L2	GSM816438	unknown
EZH2	GSM1003518	unknown
FOXA1	GSM2219862	unknown
OTX2	GSM2432971	unknown
CTCF	GSM749686	unknown
EP300	ENCSR124VXG_3	unknown
IKZF1	ENCSR395HWC_2	K562
MED1	GSM2802949	unknown
POU5F1	GSM1705258	unknown
NR2F6	ENCSR707QWA_1	K562
ZNF207	ENCSR683CSF_1	HepG2
GTF2I	GSM1539074	unknown
RUNX1	GSM1466000	unknown
CTCF	GSM1705263	unknown
FEZF1	GSM2026739	unknown
POLR2A	GSM2670981	unknown
E2F1	GSM1207913	unknown
ADNP	ENCSR440VKE_2	K562
CTCF	GSM614637	unknown
RBPJ	GSM1252934	unknown
ESR1	GSM2670862	unknown
CTCF	GSM2067537	unknown
FOXA1	GSM2242433	unknown
CTCF	GSM2214099	unknown
ATF3	ENCSR632DCH_1	K562
HEXIM1	GSM1661557	unknown
ESR1	GSM2747704	unknown
AFF4	GSM1405082	unknown
SMARCA4	GSM1518912	unknown
SMAD2-SMAD3	GSM1505749	unknown
RELA	GSM486307	unknown
SNAI2	GSM1336157	unknown
AR	GSM1207911	unknown
HSF1	GSM1116663	unknown
ZBTB40	ENCSR189YYK_2	GM12878
ESR1	GSM1669046	unknown
SMC3	GSM2747761	unknown
POLR2A	GSM486472	unknown
HSF1	GSM1495182	unknown
MYC	GSM822286	unknown
CTCF	GSM2544244	unknown
HNF1A	GSM1982476	unknown
POLR2A	GSM1586672	unknown
SMARCC1	GSM935637	unknown
AR	GSM1358411	unknown
NRF1	ENCSR135ANT_2	MCF-7
TAL1	GSM2877115	unknown
CTCF	GSM749706	unknown
FOXP1	GSM1544543	unknown
EP300	GSM1669027	unknown
KLF8	ENCSR635NOQ_1	HEK293
CTCF	GSM1817666	unknown
BRPF3	GSM1556187	unknown
RARA	GSM1469982	unknown
IRF9	ENCSR926KTP_1	K562
KLF5	GSM1208642	unknown
CTCF	GSM1224659	unknown
TP63	GSM1849669	unknown
BRD4	GSM1553136	unknown
SPI1	GSM2804465	unknown
SRF	GSM1505778	unknown
AR	GSM1543774	unknown
NKX2-1	GSM2310997	unknown
CDK9	GSM1085732	unknown
TCF7L1	GSM1010745	unknown
HEY1	GSM803448	unknown
GATA3	GSM2664370	unknown
CTCF	GSM749748	unknown
POLR2A	GSM486490	unknown
ETS1	GSM1056930	unknown
ESR1	GSM798433	unknown
NR4A1	GSM777637	unknown
PBX2	ENCSR263DFP_1	K562
ZNF18	GSM2574772	unknown
BRD4	GSM1036403	unknown
KDM2B	GSM1612072	unknown
POLR2A	GSM822270	unknown
POLR2A	GSM2360958	unknown
AR	GSM1358401	unknown
TRIM24	ENCSR957LDM_2	K562
ESR1	GSM2797101	unknown
AR	GSM1501188	unknown
POLR2A	GSM2218636	unknown
TLE3	GSM1019137	unknown
RELA	GSM2394422	unknown
ZNF341	GSM2026864	unknown
EP300	GSM1831050	unknown
CTCF	GSM2599084	unknown
RUNX1	GSM1501167	unknown
ESR1	GSM2467228	unknown
GATA3	GSM776558	unknown
FLI1	GSM863152	unknown
NBN	ENCSR085QEV_1	K562
SMARCA2	GSM2472119	unknown
POLR2A	GSM1388123	unknown
ESR1	GSM2797095	unknown
AR	GSM353646	unknown
TP53	GSM2046278	unknown
KLF15	GSM2519959	unknown
POLR2A	GSM1059397	unknown
SMAD4	GSM727586	unknown
PR	GSM770764	unknown
PR	GSM1669076	unknown
RUNX1	GSM610330	unknown
MTA2	ENCSR113LAS_2	K562
CTCF	GSM849302	unknown
MYC	GSM1006877	unknown
POLR2A	GSM1845136	unknown
ESR1	GSM1076112	unknown
FOXA1	GSM986066	unknown
SMAD4	GSM1246719	unknown
GATA2	GSM730702	unknown
VEZF1	GSM866196	unknown
BMI1	GSM838671	unknown
BRD4	GSM2807116	unknown
XRN2	GSM1872300	unknown
MED1	GSM2040033	unknown
CTCF	ENCSR146BGM_1	gastroesophageal
POLR2A	GSM935628	unknown
ESR1	GSM798395	unknown
POLR2A	GSM1976291	unknown
BRD4	GSM2330575	unknown
POLR2A	GSM1055824	unknown
SMC3	ENCSR481YWD_2	A549
CTCF	GSM1022635	unknown
POLR2A	GSM2789806	unknown
OGT	GSM1037510	unknown
BRD4	GSM2359435	unknown
E2F1	GSM1207894	unknown
FOXM1	GSM936206	unknown
BCL3	ENCSR446SPT_2	unknown
HSF1	GSM951895	unknown
CTCF	GSM2140685	unknown
BHLHE40	ENCSR957KYB_1	IMR-90
AR	GSM984382	unknown
HES2	ENCSR911KBJ_1	unknown
POLR2A	GSM1082931	unknown
AR	GSM2393833	unknown
POLR2A	GSM808757	unknown
OSR2	ENCSR324LTM_1	HEK293
FOXK1	GSM1250375	unknown
MBD2	ENCSR940MHE_2	MCF-7
MYC	GSM1429416	unknown
PHIP	GSM2711383	unknown
POLR2A	GSM2257571	unknown
CTCF	GSM1267209	unknown
ATF1	GSM1861935	unknown
RELA	GSM2394421	unknown
RNF2	GSM1138593	unknown
KDM4A	GSM831035	unknown
EP300	GSM525266	unknown
POLR2A	GSM1532407	unknown
CTCF	GSM646392	unknown
POLR2A	GSM2218637	unknown
SUMO2	GSM1777604	unknown
ZBTB40	ENCSR525YFS_2	HepG2
TCF7L1	GSM1438987	unknown
DDX20	ENCSR382AIB_1	K562
ESR1	GSM1669144	unknown
GATA4	ENCSR590CNM_1	HepG2
BRD4	GSM1503857	unknown
MAFK	GSM935305	unknown
POLR2A	GSM1249891	unknown
POLR2A	GSM2601547	unknown
BRD2	GSM1247824	unknown
POLR2A	GSM2571059	unknown
BRD4	GSM2330595	unknown
CTCF	GSM631478	unknown
RELA	GSM486282	unknown
AR	GSM1207888	unknown
KLF17	ENCSR065WUF_1	HEK293
TP53	GSM1366695	unknown
POLR2A	GSM1195564	unknown
HOXB13	GSM2480816	unknown
JUND	GSM2042913	unknown
HDAC2	GSM1010825	unknown
NEUROG2	GSM1970160	unknown
CDK9	GSM1195559	unknown
BRD4	GSM2188491	unknown
CREB1	GSM1010857	unknown
HCFC1	ENCSR697CUP_1	MCF-7
FAIRE	GSM748523	unknown
BCL11A	GSM803476	unknown
MED1	GSM1679110	unknown
KLF4	GSM1364027	unknown
ATF2	ENCSR217HTK_1	HEK293
RELA	GSM935529	unknown
MED1	GSM1252942	unknown
CTCF	GSM733783	unknown
AR	GSM1527844	unknown
POLR2A	GSM2642508	unknown
ERG	GSM353649	unknown
CREBBP	GSM1003574	unknown
ZNF264	GSM2026744	unknown
BRD4	GSM1195552	unknown
AR	GSM717394	unknown
TCF7L1	GSM2065886	unknown
POLR2A	GSM1976296	unknown
PHF8	GSM520384	unknown
ESR1	GSM2144750	unknown
POLR3D	GSM2544235	unknown
TBP	GSM935495	unknown
RUNX1	GSM1693378	unknown
POLR2A	GSM1845163	unknown
HNF4A	GSM614632	unknown
KDM5C	GSM1832638	unknown
TCF21	GSM1503215	unknown
EP300	GSM986088	unknown
GATA2	GSM2494985	unknown
AR	GSM801012	unknown
NIPBL	GSM1579366	unknown
BRD4	GSM1975022	unknown
REST	GSM1333992	unknown
POLR2A	GSM2218622	unknown
TBX21	ENCSR739IHN_1	GM12878
SPI1	GSM1370288	unknown
CTCF	GSM808764	unknown
HES2	ENCSR796VBR_3	unknown
POLR2A	GSM1164252	unknown
SUMO1	GSM1012767	unknown
NR3C1	GSM2154991	unknown
BRD4	GSM2345033	unknown
EED	ENCSR199WXF_2	GM12878
ESR1	GSM2797117	unknown
POLR2A	GSM2218766	unknown
JUND	GSM1010718	unknown
BRD4	GSM1893934	unknown
POLR2A	GSM748543	unknown
BRD4	GSM1416810	unknown
MED1	GSM2190581	unknown
EP300	ENCSR686BQM_3	A549
POLR2A	GSM1846801	unknown
FOSL2	ENCSR775UFR_3	unknown
EP300	GSM2550258	unknown
NFYA	GSM935506	unknown
POU5F1	GSM545204	unknown
